location	distance	lucky_number
sxk6u2	34.45517945	0
sxk3r6	21.26745018	826
sxkc5k	29.32499819	0
sxkbfv	30.12731166	188
sxk3w2	23.22744781	440
sxkf1x	20.584085	0
sxk6w7	26.59769806	40
sxk1x1	49.34150242	0
sx7fmm	85.51937852	1351
sxk3pr	22.22514117	1379
sxkbgx	31.6859882	0
sxkbgt	32.36563827	0
sxk9j3	16.31502502	0
sxk99e	11.35725807	0
sxk3sk	29.90734076	0
sxk9jc	16.81728239	0
sxk3yg	20.37384824	0
sxk9e8	7.328120147	0
sxk3gs	32.35668204	1620
sxk9mb	12.84046666	1417
sxk3zz	16.86105466	0
sxk9ph	17.29604651	431
sxkc4x	26.0160202	935
sxkb74	38.92520337	0
sxkc0q	19.49545028	1364
sx7ghm	92.05398658	0
sxkde4	14.81317048	1120
sxk9ku	9.353191363	129
sxk6q5	25.10041354	1387
sxk6nv	21.2584274	0
sxkc08	22.71306177	548
sxk9qk	11.7200363	0
sxk925	18.5736167	0
sxkdkf	9.318282923	0
sxkd1q	13.01625301	1432
sxk9ty	6.238181008	0
sxk9n3	17.50054725	25
sx7fpy	75.92224389	776
sxkd46	8.601933952	136
sxk3qf	22.89330493	1302
sxk6x6	23.23854833	0
sxk6kc	29.01527754	0
sxk9ch	12.09494079	888
sxkbmp	41.97757928	1410
sxkc2u	18.88139885	0
sxkb7b	41.65735385	0
sxk1dv	64.72418958	1020
sxkc3b	23.29901955	1396
sxk93c	14.43800567	0
sxk3xk	19.02810223	0
sxkbgx	31.6859882	0
sxk9t9	7.61034239	0
sxkd1k	12.43104876	499
sx7fw8	81.21539791	0
sxk9ng	17.29388795	0
sxkbu7	35.34522715	0
sxkc2k	17.29380484	0
sxk9m5	10.15662967	515
sxk9du	7.084861232	130
sx7fmk	85.4464909	0
sxk3w2	23.22744781	0
sxk3we	21.86077909	0
sxk9jn	13.13154258	588
sxk3ew	32.50511392	913
sxkdh6	4.263930935	0
sxk90u	19.17466243	0
sxkbbe	25.027778	0
sxk9d7	8.943926778	0
sxkbgg	33.82451699	0
sxk1w0	53.07858931	893
sxkc5p	27.6569319	829
sxk3kt	29.93880802	407
sxk8xp	24.21397409	160
sxk9k8	11.6642868	0
sxk96z	9.26474959	0
sxk3zt	17.64924891	0
sxkbj8	49.63750509	1555
sxk936	15.26857998	1318
sxkbg1	32.38188074	0
sxk9qn	10.18862992	0
sxk3ng	25.13569877	0
sxkc52	30.57842928	0
sxk61w	40.26856148	791
sxk96r	10.48855229	518
sxk329	44.8194169	737
sxk3z4	19.46337903	0
sxk9c2	11.31342105	0
sxk3qx	22.53979885	418
sxk92t	16.36096674	0
sxk923	18.49969931	0
sxkdke	9.800175752	0
sxk3jp	29.50784615	1518
sxkcdh	21.53058475	0
sxk6px	19.06217547	0
sxk1g4	63.68725326	0
sxkc0v	21.29916392	0
sxkbg1	32.38188074	0
sxk656	33.53629247	0
sxhzvt	50.98978041	0
sxk98c	14.38072882	0
sxk3nu	24.78254031	0
sxk3qv	22.11702975	978
sxk9rt	14.65619587	0
sxkb84	28.60530424	0
sxk3t4	27.39605616	0
sxk90r	19.25446468	0
sxk97t	9.044871426	0
sxk96k	11.84792715	842
sxkbkk	41.15518415	0
sxk96x	9.852550307	0
sxkdku	10.52216756	0
sxk4re	48.06662071	0
sxk97z	7.608227654	301
sxk8yv	20.50341183	0
sxk3jm	29.21659372	954
sxkc4x	26.0160202	0
sxk9k4	10.46275094	872
sxk9t0	7.250615458	57
sxk9rd	15.80113234	0
sxk3f6	36.96668621	0
sxk1td	54.76659112	0
sxk3jr	28.67136923	1029
sxk3g3	33.29992227	0
sxk4pf	46.3570607	0
sxk975	10.87508226	0
sxkdsf	14.15343247	0
sxkc2b	20.18745145	0
sxk3qr	23.4131709	0
sxhzvw	50.53564417	0
sxk8wz	23.84578401	0
sxk6ws	26.18559758	0
sxk99f	10.83244141	0
sxk3z1	19.49353545	1033
sxk4hd	58.29190478	700
sxk3ew	32.50511392	0
sxk9wk	8.446726832	0
sxk3r1	22.37169997	0
sxkdkx	12.23918825	860
sxk9nd	17.36232689	0
sxkdkb	8.120093373	527
sxk3xn	19.6979444	0
sxk9dj	9.170716345	0
sxk1qz	50.42426444	1393
sxkd2t	17.72944284	12
sxkbk0	42.27480516	0
sxk1cy	68.30424942	0
sxk9ks	9.226061101	0
sxk9c6	11.17759289	0
sxk3sg	28.18549609	0
sxkbs9	39.77553834	0
sxk93f	13.97644712	0
sxkb98	32.62014225	0
sxk9mk	9.864425749	0
sxk68d	45.585992	0
sxk6qs	23.6755925	0
sxkbu7	35.34522715	0
sxk3xq	18.78815842	0
sxkbsp	36.02631045	74
sxk966	12.82009069	0
sxk19y	68.37210995	0
sxkd8c	18.68795972	0
sxkbe1	35.728054	0
sxk37r	34.09355018	0
sxk9qn	10.18862992	0
sxk96d	12.3049723	829
sxkbjz	47.28964506	0
sx7fpz	75.97556078	332
sx7cmz	83.3981698	321
sxk19q	70.21354527	1372
sxk92n	17.67268851	111
sxk3jd	29.3185332	986
sxkc60	24.10236728	585
sxkc48	28.28959993	1258
sxk966	12.82009069	0
sxk96m	11.37999906	0
sxk1x9	47.51270148	0
sxk9ft	6.66160858	0
sxk9fx	6.986672907	1031
sxk323	45.713783	0
sxk37d	34.00878496	0
sx7cu9	87.65479587	0
sxk9fx	6.986672907	0
sxkb97	30.59540246	0
sxk6pd	18.11308898	544
sxkd1m	12.71231751	0
sxk33t	40.66246163	0
sxk9r1	14.91160682	0
sxkbfy	29.75779427	0
sxk9qe	12.77656734	0
sxk969	12.82667579	0
sxkbb2	25.9567876	261
sxk3rw	19.33647299	0
sxkbbz	23.79258003	0
sxk3xe	18.28670514	0
sxk922	18.87094993	0
sxkc51	29.47094249	1317
sxkb6g	37.86607778	154
sxk1uc	57.24966354	183
sxk965	12.90859592	0
sxk9ky	8.154802438	0
sxkbgs	32.71731278	390
sxk8zm	21.388428	0
sxk6t4	30.25612316	1269
sxkc0h	19.66903485	961
sxk3yg	20.37384824	0
sxk96n	11.57675192	1559
sx7cwf	79.56744716	0
sxkbfx	28.65189161	0
sxk9jt	14.20456755	674
sxk8z7	22.44750322	0
sxk6x5	24.34095171	0
sxk9sh	4.418093665	0
sxk8zt	21.87592025	1020
sxk36u	36.32068117	0
sxk9bu	13.01531238	0
sxkbj1	47.93267224	1605
sxkc9b	21.27596188	0
sxkd44	9.413120095	1557
sxkc58	31.35852628	0
sxkdku	10.52216756	0
sxk91j	18.10115352	0
sxk9jz	13.39713746	501
sxkc4r	25.20611908	0
sxkds0	12.86395704	1098
sxk1tx	54.53190632	0
sxkc3h	19.69196163	1596
sxkb8c	30.54699255	0
sxkb8z	27.52948624	0
sxk4jt	54.78466595	847
sxk98s	14.57584987	0
sxk93h	15.18480003	1296
sxk9ks	9.226061101	0
sxkc39	22.19411867	843
sxk1rs	48.01278547	0
sxk3qf	22.89330493	0
sxk61w	40.26856148	0
sxk9ku	9.353191363	1323
sxkd41	9.152792472	585
sxk985	16.51829366	0
sxk91h	18.5609953	0
sxk9b8	14.04809553	435
sxk8zs	22.39188526	0
sxkdj4	5.025339888	0
sxk680	46.99623462	0
sxkbk6	42.02051034	0
sxkcd1	21.97295038	1584
sx7fw9	81.31086559	0
sxk9hu	14.18869497	0
sxk456	62.88630299	0
sxkbbd	25.50949463	0
sxkbum	34.68047619	0
sxk9jp	12.53338689	0
sxkc0m	19.90450455	517
sx7cx4	78.64791802	164
sxk3be	43.40987069	0
sxk9fs	6.578785508	0
sxk98t	14.40684294	1487
sxk1wc	50.25630944	0
sxk396	41.03392379	0
sxk9c6	11.17759289	0
sxk1gh	63.6815887	0
sxk456	62.88630299	0
sxk676	34.49020824	0
sxk9d3	9.669860996	0
sxk409	72.96892229	0
sxk1w6	52.01607234	1242
sxkbft	29.40124301	703
sxk3pz	20.71095735	0
sxk66h	39.25092722	642
sxk9qr	10.34390434	0
sxk3sk	29.90734076	1215
sxk9jf	16.23972229	0
sxk3x9	18.65364526	0
sx7chm	89.65909619	1541
sxk94n	15.36029339	816
sxkbb2	25.9567876	0
sxkbuk	35.00908977	219
sxkf1x	20.584085	1264
sxhzvq	49.91737004	1507
sxk6mr	28.61718478	569
sxkc1e	24.23043807	427
sxk3kt	29.93880802	984
sxk3xp	19.61098848	0
sxkc1e	24.23043807	0
sxk37r	34.09355018	0
sxk1cy	68.30424942	0
sxk9qk	11.7200363	157
sxk3x4	20.22768894	402
sxkcez	27.65573057	0
sxkbsp	36.02631045	0
sxk3pr	22.22514117	1584
sxkcv4	32.1558953	505
sxk6sy	32.24985209	0
sxkbvf	40.37494318	0
sxk6g7	38.55348922	1208
sxk9rh	13.61069751	478
sxk9n7	16.39598169	1120
sxkbd0	33.7443535	0
sxk68d	45.585992	451
sxk9jw	13.62604966	495
sxkdt3	13.90361743	758
sxk3c6	40.6521155	306
sxkbb0	25.44692068	0
sxk9sd	5.58127484	0
sxk9km	8.578702201	0
sxk19q	70.21354527	1627
sxk3gb	31.48959251	0
sxk1rg	47.23312029	0
sxkd42	8.066731877	629
sxkb99	32.12850007	0
sxk6mr	28.61718478	0
sxk9dn	8.942139748	0
sxk1ek	62.92536109	1156
sxk9e6	6.696082838	0
sxkbbs	24.55183921	0
sxk3ph	24.02927719	491
sxkc03	21.63640452	1570
sxk38t	43.57696075	0
sxk90g	19.62845333	0
sxk92t	16.36096674	371
sxk98m	15.29965195	942
sxk3x2	19.72788901	738
sxk6wu	25.44347069	0
sxk98b	14.65239543	0
sxk9cb	9.49995787	1394
sxk9e2	7.735537273	784
sx7fvb	84.80161632	0
sxk9qw	11.42938574	1603
sxkdjj	6.652542194	1151
sxk1uf	57.23728534	0
sxk3ze	17.60952172	1558
sxk9m3	11.59266185	0
sxkbg7	32.33761579	0
sxk9t9	7.61034239	617
sxk8yg	21.6057694	199
sxk9e8	7.328120147	1622
sxk8zd	23.43760123	0
sxk37d	34.00878496	0
sxk9be	13.9237528	974
sxk9pu	19.03652905	453
sxk99g	10.53360806	0
sxk988	15.47663805	0
sxk6nr	23.38097916	0
sxk66x	38.02256349	1056
sxk9b3	14.89816092	0
sxk39j	41.74051823	0
sxk9sy	3.533637267	812
sxk4rx	48.61492902	0
sxkb8t	27.99418276	0
sxk6g7	38.55348922	0
sxk9pp	15.83766247	255
sxk3q9	23.99373363	0
sxk91s	17.41552225	0
sxk37c	33.33063443	0
sxkcu9	30.3334259	0
sxkf24	16.48616643	1403
sxkc98	20.40372137	105
sxk989	15.21962289	561
sxk3zs	17.61878913	224
sxkc21	17.60787205	332
sxk9mf	11.74348829	564
sxkfpq	40.97563988	1461
sxkb9t	30.20572249	0
sxkf25	16.83291679	1007
sxkbgm	31.61021408	0
sxk3bf	42.49486076	357
sxk9mp	7.822595367	1098
sxk6k7	31.1394544	466
sxk3wd	22.00702635	0
sxk9b3	14.89816092	418
sxk90y	18.29464471	0
sxk9su	4.637180717	0
sx7ghq	92.22276061	1559
sxkcu2	29.44605606	1032
sxk9j3	16.31502502	83
sxk9e0	8.226506333	0
sxk9jn	13.13154258	1040
sxkbk2	42.9032459	0
sxk962	13.83210775	0
sxk8vx	17.72219645	0
sxk3j7	29.80205363	0
sxkc44	26.07648896	0
sxk915	19.0293751	0
sxk3x2	19.72788901	0
sxk1t6	55.68375681	342
sxkbd8	34.93001484	1522
sxk1fq	66.46228364	872
sxk37e	33.82528782	0
sxkdt0	13.09620731	95
sxk9rt	14.65619587	0
sxk1ch	71.05246142	0
sxk9pw	17.51114919	0
sxkbgw	32.02177861	1420
sxk6px	19.06217547	0
sxk9s0	6.820996541	1194
sxk3ce	39.72411254	0
sxk9kc	11.16076352	0
sxk9hz	12.37020054	0
sxkbge	33.07655287	1435
sxkbhk	44.71680091	1037
sxkbe7	35.52035487	0
sxk3zz	16.86105466	0
sxk3rc	20.01095972	0
sxk93r	13.36996041	835
sxkb8v	28.51836016	1533
sxk9qg	13.38678268	1028
sxk9s2	6.744466982	841
sxkbmp	41.97757928	1228
sxk9jr	12.76129568	0
sxk3ek	33.56009962	0
sxk9pr	16.43788507	0
sxk9g2	4.216786556	0
sxkf1u	20.89499452	0
sxk9mz	9.141966729	1485
sxk9ds	7.837584369	322
sxk9p7	18.33398454	0
sxk9k7	9.801560039	898
sxk40d	72.99902718	262
sxk8zx	20.8594812	1404
sxkcfe	22.93398736	0
sxkb8m	27.49100168	372
sxkbkz	41.27354947	1315
sxkbj9	49.19368726	0
sxkdt0	13.09620731	0
sxk3js	28.69731015	0
sxk3xp	19.61098848	428
sxk675	35.54063569	0
sxk1cy	68.30424942	751
sxkc3p	18.90364385	0
sxk8zy	21.8918829	0
sxk94n	15.36029339	0
sxk6sh	34.08869389	0
sxk6nv	21.2584274	1282
sxk6q0	24.44792659	1281
sxk8yk	20.32136077	1059
sxm40n	43.7037444	245
sxk91x	15.96802135	1584
sxk8xp	24.21397409	11
sxk3kd	30.5184303	0
sxk3rv	18.77235729	0
sxk929	17.76766892	0
sxk4xb	47.8825884	0
sxkc0r	19.09721561	0
sx7cxs	76.72442516	0
sxkbff	31.28142182	0
sxk66x	38.02256349	361
sxk92z	14.94415621	0
sxk1wh	52.81481264	506
sxk9r2	15.98720711	0
sx7fpy	75.92224389	331
sxk9pw	17.51114919	1515
sxk3kt	29.93880802	0
sxk96p	11.16452102	1028
sxkc2m	16.97626108	0
sxk94p	14.85199294	1309
sxk3t5	27.2783083	1379
sxhzvq	49.91737004	0
sxhzvt	50.98978041	1187
sxk407	73.9533342	513
sxk99x	10.53183549	0
sxk9tk	5.596569463	0
sxk3w8	22.34689338	0
sxk8yw	19.55298684	0
sxkcd1	21.97295038	0
sxkbbv	24.68899778	0
sxkc0f	22.50567943	481
sxk9cd	10.25770263	0
sxk9m0	11.9365802	1216
sxkc53	30.25140433	830
sxkc43	27.18297618	1516
sxk3m2	28.41457575	289
sxk8zx	20.8594812	0
sxk3xh	19.9270832	0
sxk98q	15.16333206	1447
sxk9k4	10.46275094	0
sxk38z	42.56687666	0
sx7fr8	76.94972265	0
sxk9k0	11.68043142	0
sxk8yx	18.99948407	0
sxk387	44.6170462	908
sx7ghq	92.22276061	0
sxkd86	20.42670374	0
sxk9qq	10.78747137	0
sxk9hz	12.37020054	144
sxk975	10.87508226	0
sxk6q5	25.10041354	1474
sxk3jg	28.21175873	583
sxk6q5	25.10041354	0
sxk99g	10.53360806	1427
sxk9d5	9.727576115	1093
sxk3g9	32.37906199	797
sxkd5y	6.984587642	0
sxkc29	19.08092604	0
sxk96b	12.92822238	0
sxkfnc	38.76114528	0
sxkcex	26.73792408	0
sxk6sk	33.26827659	1227
sxkbu7	35.34522715	1350
sxk3kb	30.106676	0
sxk982	16.31133452	0
sxk90p	19.97469916	1185
sxk4r9	47.83702538	0
sxk9tm	5.141833451	0
sxk8yf	22.16169292	0
sxk9r8	16.63317467	0
sxk6ss	32.45322712	0
sxkd1d	11.08716888	251
sxkc03	21.63640452	0
sxk8zy	21.8918829	441
sxk1sh	60.16699981	395
sxk9px	17.06685477	1250
sxkbhf	46.85895219	0
sxk3nk	26.32137362	1629
sxk3px	21.46159016	0
sxkb8c	30.54699255	0
sxkbgw	32.02177861	1101
sxk37f	33.13217419	0
sxk1fv	64.60875731	0
sxk8yg	21.6057694	0
sxk1t4	56.60107232	0
sxk93h	15.18480003	1332
sxk68c	44.52451741	1254
sxkbb0	25.44692068	299
sxk9m5	10.15662967	270
sxk38x	43.48695831	0
sxkd86	20.42670374	450
sxk1x3	48.42696131	0
sxk33x	40.41889028	852
sxk6pb	16.95922787	0
sxk3ht	31.69754077	0
sxkb79	40.58784113	262
sxkbbf	26.08341608	0
sxk9pq	16.89867221	0
sxk6t2	28.88243645	0
sxk333	42.14349902	0
sxkdhm	6.097963674	914
sxk930	16.77981197	0
sxk6p5	20.04744522	0
sxk3nw	24.89222071	69
sxk9rf	16.50589299	1219
sxkc43	27.18297618	1513
sxk9ys	8.212057747	326
sxk3bq	44.36296133	275
sxkd83	20.01162264	1191
sxk6qe	23.41483959	630
sxk9zn	10.19570661	1570
sx7fr8	76.94972265	900
sxk3fd	36.04534402	0
sxk9b8	14.04809553	189
sx7fmn	86.50886231	0
sxkdrk	15.08430083	0
sxk9tf	7.742646619	1175
sxkbf8	31.40501133	0
sxkdkx	12.23918825	400
sxk8yg	21.6057694	0
sxk6q1	24.65217806	577
sxk3e6	33.74126417	367
sxkc27	17.62684638	0
sxk92b	17.45598751	1270
sxk9n0	17.70692701	0
sx7fms	84.53260862	0
sxkcu9	30.3334259	0
sxkc5s	30.13729001	1591
sxk6qs	23.6755925	0
sxk40m	74.03783126	164
sxk971	11.98910754	0
sxk365	39.15312642	0
sxkbk2	42.9032459	1105
sxk3rq	20.18010796	0
sxkb9s	30.67943466	0
sxk96u	10.77929397	0
sxk9td	7.126724343	1231
sxk1tg	53.78810493	0
sxk377	34.70881795	465
sxkbkz	41.27354947	0
sxk4rs	48.1926467	0
sxk9pg	19.49352453	1423
sxk9fu	5.661754174	49
sxk4rw	48.46686336	0
sxk336	41.98605475	908
sxk3ev	31.65441195	0
sxk3xk	19.02810223	0
sxk3xk	19.02810223	0
sxk6q5	25.10041354	1186
sxkc27	17.62684638	905
sxk336	41.98605475	0
sxk91z	15.39250542	1569
sxkc20	17.99745395	1484
sxk19y	68.37210995	1277
sxkcdu	24.24635411	0
sxk9jp	12.53338689	882
sxk991	13.55261358	54
sxk1b2	73.8497343	0
sxk9c5	12.08086853	0
sxk96y	9.757407425	829
sxkc44	26.07648896	895
sxkc4x	26.0160202	0
sxk971	11.98910754	0
sxk3qy	21.88633739	876
sxk3jg	28.21175873	0
sxk93e	14.17802469	0
sxk4r8	47.73356405	0
sxkbfv	30.12731166	1522
sxkd80	20.3121904	0
sxk9rn	12.81613746	0
sxk93y	12.26210292	1555
sxk4r9	47.83702538	0
sxk96p	11.16452102	893
sxk9dg	7.471797484	43
sxkdeb	12.96965311	0
sxkc42	27.54618638	0
sxkcfq	22.08463571	840
sxk9r7	14.70502172	0
sxk9nw	15.24945974	0
sxkbs7	38.28047566	0
sxk8z2	24.06526736	0
sxk93w	12.97679126	262
sxkb8h	27.5384534	1327
sxk68d	45.585992	215
sxk1w0	53.07858931	495
sxk4re	48.06662071	90
sxk3pz	20.71095735	727
sx7chx	88.56278951	0
sxk36s	37.21343111	0
sxk9kz	7.558557062	635
sxkb84	28.60530424	0
sxkbd8	34.93001484	532
sxk6k6	30.95431756	1571
sxk9r0	15.36944677	1258
sxk1wf	50.18329789	0
sxk8xx	25.03630281	0
sxkb97	30.59540246	0
sxk9rt	14.65619587	0
sxkc2x	17.22007447	124
sxk9ft	6.66160858	233
sxk3x0	20.59663272	0
sxk9c5	12.08086853	0
sxkb8m	27.49100168	1304
sx7fky	87.42132851	1329
sxk8ze	22.91255	0
sxk6pt	18.62820906	0
sxk3qg	22.62098203	586
sxk906	21.3321221	892
sxk3x0	20.59663272	0
sxk60n	45.72669544	674
sx7ghk	91.88897132	0
sxk9ht	13.49477117	0
sxk1cy	68.30424942	1443
sxk969	12.82667579	1270
sxk6nq	23.19770417	0
sxk98k	15.45897289	1435
sxk91v	16.38272169	0
sxk93t	13.36122822	759
sxk9b9	13.98005152	0
sxk18r	73.87068242	57
sxk3f5	37.88123253	0
sxk38w	43.5276882	0
sxkf1w	20.37541512	1258
sxk456	62.88630299	0
sxk3xs	18.13140393	20
sxk93f	13.97644712	0
sxkcu8	30.36584396	0
sxk9ec	6.433530625	0
sxk9r8	16.63317467	0
sxkc0q	19.49545028	1537
sxk961	13.86041867	0
sxk9d0	10.77124213	0
sxk1tw	54.56522167	290
sxk9jw	13.62604966	582
sxk4pr	48.54797121	273
sxk3ku	29.24413606	0
sxk33v	39.76170727	0
sxkcdu	24.24635411	0
sxkb9s	30.67943466	1188
sx7fqs	80.87863917	0
sxk3bq	44.36296133	635
sxkbue	36.11692972	0
sxk6db	37.35591705	804
sxkb97	30.59540246	0
sxkb92	32.08311296	238
sxk3nt	25.21426869	0
sxk8zx	20.8594812	0
sxkc0h	19.66903485	911
sxk1tv	53.68583456	0
sx7ghk	91.88897132	0
sxk8yw	19.55298684	941
sxk3xn	19.6979444	0
sxk3z8	17.70882599	1542
sxkd85	21.51589047	538
sxk676	34.49020824	575
sxk1g5	63.68148557	0
sxk9n4	16.57108491	0
sx7fpz	75.97556078	753
sxk9cb	9.49995787	0
sxk1w7	51.95258078	0
sxkf31	19.37970123	0
sxkbgv	33.12953078	308
sxk92s	16.69016974	0
sxk96h	12.45045559	158
sxkdj2	4.698683104	0
sxkdsb	12.9406583	85
sxkd94	18.51920994	406
sxkc2b	20.18745145	606
sxkdkb	8.120093373	0
sxk3x5	20.06863553	0
sxk8xp	24.21397409	57
sxkb85	28.07028735	0
sxk407	73.9533342	872
sxk33t	40.66246163	0
sxkb8v	28.51836016	0
sxk1dv	64.72418958	1432
sxk1w6	52.01607234	0
sxk9bu	13.01531238	0
sxkbfv	30.12731166	119
sxhzvw	50.53564417	0
sxk92u	15.92858555	0
sxkc05	20.11171383	1164
sxk37f	33.13217419	0
sxk1gg	60.91718075	474
sxk9f0	8.597956846	0
sx7ckc	87.47986961	631
sxkbb2	25.9567876	0
sxk18r	73.87068242	0
sxkc15	22.79101488	861
sxk1uf	57.23728534	0
sxk3xx	17.78390195	0
sxkd44	9.413120095	0
sxk4jm	55.70008961	0
sx7fqv	80.0439173	0
sxkc0g	22.09390754	0
sxk93b	14.91035627	0
sxkbbe	25.027778	1219
sxk92h	18.25777504	44
sxkcen	24.97207926	908
sxk925	18.5736167	0
sxk9t8	8.111239481	0
sxk968	13.35599727	0
sxk9rn	12.81613746	0
sxk99z	9.63821424	613
sxkc5r	28.48672652	1441
sxk1b9	72.91246703	0
sxk3wg	20.96359402	1284
sxk9rt	14.65619587	414
sxk9d0	10.77124213	0
sxk6q0	24.44792659	919
sxk9dw	7.239074718	1129
sxk3xt	17.99554983	0
sxk99f	10.83244141	0
sxkc4b	29.04328638	0
sx7fme	84.46321882	0
sxk6ss	32.45322712	0
sxkb6t	36.33360715	0
sxk3nk	26.32137362	343
sxk448	65.58113014	0
sxkcvv	34.93060279	0
sxk93e	14.17802469	0
sxk9j8	17.13152176	0
sxk3j5	30.6079108	1297
sx7cwv	79.45130485	1597
sxkc0d	21.83838477	0
sxk3k2	31.81570317	0
sxk98y	13.36358644	1154
sxk6nw	22.31762944	0
sxk6sz	32.56579489	1102
sxk8yr	18.61991474	0
sxkfpq	40.97563988	0
sxkber	33.87810898	764
sxk19q	70.21354527	0
sxk1dt	65.64437989	1508
sxk9r5	14.03109455	110
sxk8yb	23.28189651	0
sxk3rm	20.42992916	0
sxkd48	7.22174201	0
sxk1fq	66.46228364	464
sxk3pu	21.84742512	305
sxkc21	17.60787205	0
sxk90v	18.72984146	299
sxk3k2	31.81570317	0
sxk3xe	18.28670514	0
sxk4rt	48.32608132	0
sxk9jm	13.93924887	0
sxk3k3	31.59604978	1538
sxkfpq	40.97563988	0
sxk980	17.15495894	0
sxk96n	11.57675192	0
sxkb99	32.12850007	0
sxk1by	71.98828057	1177
sxkbfx	28.65189161	1377
sxk9n4	16.57108491	666
sxkc0y	20.91728646	0
sxk97h	10.32731554	0
sxk3c6	40.6521155	0
sxk9kg	9.954624883	320
sxk9pn	16.31536067	0
sxk972	12.23739814	634
sxkde4	14.81317048	1452
sxk3gd	32.36005178	0
sxk6dt	39.34625232	0
sxk3kt	29.93880802	799
sxk97p	8.734886467	900
sxkc08	22.71306177	0
sxk3j6	30.10914472	0
sxk3eg	31.82261652	0
sxk99j	12.63366793	0
sxk3zr	18.68630697	1588
sxk3x5	20.06863553	0
sxk8vx	17.72219645	0
sxk97s	9.626770855	0
sxk8yk	20.32136077	586
sxk3ww	21.52054149	647
sxk6nw	22.31762944	0
sxkbbd	25.50949463	714
sxk9c6	11.17759289	0
sxkbbx	23.16223026	982
sxk691	43.64771855	0
sxk9p2	19.83519344	0
sx7cv0	85.82658017	0
sxk900	22.85376563	392
sx7ghk	91.88897132	0
sxk8zz	21.39877484	0
sxk6rc	18.73893797	1418
sxk8zb	24.96076521	1207
sxkdjp	7.788672452	468
sxk926	18.14146576	0
sxk9jz	13.39713746	1587
sx7ckc	87.47986961	0
sxk3k8	30.95924828	0
sxk93t	13.36122822	0
sxk3rg	19.3629644	0
sxkbhs	45.33040159	48
sxk3p6	24.04856122	0
sx7ftz	84.67940577	454
sxk9qw	11.42938574	0
sxk6xe	22.8979986	0
sxk93k	14.46155972	0
sxkdqn	13.22120812	1630
sxkb9t	30.20572249	1293
sxk9dh	9.433450919	0
sx7fw9	81.31086559	0
sxkc52	30.57842928	0
sxk9qm	11.24679969	0
sxk8zp	19.86567391	420
sxk9rd	15.80113234	0
sxk3nx	24.58116634	0
sxk960	14.35174409	0
sxkcf3	22.0493024	1525
sxk99r	11.42990053	0
sxk3yg	20.37384824	1000
sxk9vw	4.857154905	166
sxkc2k	17.29380484	0
sxk9r8	16.63317467	0
sxk99b	11.50456048	0
sxkbkt	41.40163719	0
sxk9rs	15.02265612	0
sxk8ym	19.75156773	131
sxk3qc	23.17856282	0
sxk1u4	60.00154953	591
sxk3r6	21.26745018	0
sxk93t	13.36122822	0
sxk19y	68.37210995	1468
sxk96q	10.92626022	705
sxk1rg	47.23312029	0
sxk3z3	18.57397613	0
sxk377	34.70881795	0
sxk6sy	32.24985209	0
sxkb6n	34.70739781	1090
sxk92m	17.15287696	0
sxkb6u	37.39319753	0
sxk9m7	10.43647849	0
sxkc3h	19.69196163	0
sxkc2q	16.6751005	0
sxk9dc	8.32683043	444
sxkbfu	30.50461073	276
sxk92s	16.69016974	0
sxk9pn	16.31536067	389
sxk9cb	9.49995787	705
sxkb8j	27.0099904	0
sxkdjj	6.652542194	1085
sxk9me	10.7881151	367
sxk9g3	3.986120607	0
sxk3x2	19.72788901	664
sxk3x2	19.72788901	715
sxk97n	9.255747399	474
sxkdhf	4.604267086	0
sxk3th	27.17381264	757
sxk1tc	53.91792554	0
sxk3wb	21.46980731	912
sxk9rt	14.65619587	589
sxkd2c	15.55133813	198
sxk3py	21.07885313	0
sxk3ww	21.52054149	0
sxk3nh	27.10510969	0
sxkb8n	26.48510014	1532
sxk377	34.70881795	721
sxk930	16.77981197	621
sxk9nw	15.24945974	0
sxk3wt	21.61725956	0
sxk3sp	30.61407896	0
sxk3nt	25.21426869	0
sxkc53	30.25140433	0
sxk4rs	48.1926467	856
sxkb90	31.56394785	1003
sxk8xq	25.16029546	0
sxkb97	30.59540246	1423
sxk9k8	11.6642868	0
sxk3x2	19.72788901	0
sxkb9f	32.21181192	1125
sxk3hw	31.44147951	0
sxkbm8	46.19432088	1611
sxkds2	12.82365039	0
sxkc1d	24.60665019	0
sxk98v	13.51790893	780
sxk90k	20.47159197	0
sxk8yf	22.16169292	0
sxk38w	43.5276882	0
sxkdhj	6.182353739	293
sxk924	18.90396537	0
sxk8zx	20.8594812	563
sxkbd2	34.32989311	0
sxk9nj	14.89320699	0
sxk9tc	8.190021562	0
sxk9d0	10.77124213	0
sxk8yb	23.28189651	1260
sxk980	17.15495894	0
sxkc03	21.63640452	0
sxk8yw	19.55298684	465
sxkd00	16.05374644	0
sxkcuc	31.2541961	1051
sxk905	21.56298878	0
sxkc09	22.27162368	0
sxk326	45.56838895	1030
sxk904	21.98466305	0
sxk6rc	18.73893797	0
sxk9bp	15.94992245	1069
sxk6mf	25.72823055	432
sxk6ru	19.64141868	1244
sxk9n4	16.57108491	0
sx7cwv	79.45130485	1391
sxkd2s	17.35755304	1159
sxk926	18.14146576	0
sxkf32	19.96030654	0
sxkd94	18.51920994	1298
sxkbgv	33.12953078	0
sxk972	12.23739814	0
sxk90j	20.74801153	0
sxk6sy	32.24985209	300
